"seqnames"	"start"	"end"	"annotation"	"SYMBOL"	"distanceToTSS"	"condition"
"6880"	"chr10"	68345501	68345806	"Distal Intergenic"	"4930545H06Rik"	-24359	"TCF4_WTp"
"6881"	"chr10"	68354744	68355079	"Distal Intergenic"	"4930545H06Rik"	-33602	"TCF4_WTp"
"6882"	"chr10"	78371717	78372012	"Distal Intergenic"	"Agpat3"	-19275	"TCF4_WTp"
"6883"	"chr10"	79925383	79925708	"Promoter"	"Arid3a"	-1335	"TCF4_WTp"
"6884"	"chr10"	80754859	80755249	"Promoter"	"Dot1l"	0	"TCF4_WTp"
"6885"	"chr10"	81292771	81293658	"Promoter"	"Pip5k1c"	0	"TCF4_WTp"
"6886"	"chr10"	81384100	81384592	"Promoter"	"Dohh"	0	"TCF4_WTp"
"6887"	"chr10"	82623301	82623579	"Promoter"	"1190007I07Rik"	-73	"TCF4_WTp"
"6888"	"chr10"	84576356	84577230	"Promoter"	"Tcp11l2"	0	"TCF4_WTp"
"6889"	"chr10"	95112755	95113378	"Distal Intergenic"	"Gm29684"	32447	"TCF4_WTp"
"6890"	"chr10"	97220484	97220683	"Distal Intergenic"	"4930556N09Rik"	184716	"TCF4_WTp"
"6891"	"chr10"	111559281	111559582	"Distal Intergenic"	"4933440J02Rik"	34691	"TCF4_WTp"
"6892"	"chr10"	111578666	111578986	"Distal Intergenic"	"4933440J02Rik"	15287	"TCF4_WTp"
"6893"	"chr10"	115484591	115484903	"Intron"	"Zfc3h1"	57286	"TCF4_WTp"
"6894"	"chr10"	115586347	115586944	"Promoter"	"Lgr5"	836	"TCF4_WTp"
"6895"	"chr10"	119206387	119206816	"Exon"	"Cand1"	33239	"TCF4_WTp"
"6896"	"chr10"	128231644	128231988	"Promoter"	"Timeless"	-75	"TCF4_WTp"
"6897"	"chr10"	128368355	128368608	"Promoter"	"Coq10a"	1429	"TCF4_WTp"
"6898"	"chr10"	128804512	128804812	"Promoter"	"Tmem198b"	-142	"TCF4_WTp"
"6899"	"chr11"	5098887	5099518	"Promoter"	"Ewsr1"	0	"TCF4_WTp"
"6900"	"chr11"	5411553	5412052	"Intron"	"Znrf3"	-29813	"TCF4_WTp"
"6901"	"chr11"	5444746	5445062	"Promoter"	"Znrf3"	0	"TCF4_WTp"
"6902"	"chr11"	20396123	20396563	"Distal Intergenic"	"Slc1a4"	-63410	"TCF4_WTp"
"6903"	"chr11"	20553058	20553511	"Intron"	"Sertad2"	9805	"TCF4_WTp"
"6904"	"chr11"	43626338	43626637	"Distal Intergenic"	"Fabp6"	-24776	"TCF4_WTp"
"6905"	"chr11"	49712676	49713149	"Promoter"	"Cnot6"	0	"TCF4_WTp"
"6906"	"chr11"	52000412	52000849	"Promoter"	"Ube2b"	0	"TCF4_WTp"
"6907"	"chr11"	52283292	52283598	"Promoter"	"Tcf7"	-278	"TCF4_WTp"
"6908"	"chr11"	52284119	52284596	"Promoter"	"Tcf7"	-1105	"TCF4_WTp"
"6909"	"chr11"	53430855	53431098	"Promoter"	"Uqcrq"	-24	"TCF4_WTp"
"6910"	"chr11"	57644985	57645504	"Promoter"	"Galnt10"	0	"TCF4_WTp"
"6911"	"chr11"	59809544	59810479	"Promoter"	"Gm16062"	0	"TCF4_WTp"
"6912"	"chr11"	62602544	62602969	"Promoter"	"2410006H16Rik"	0	"TCF4_WTp"
"6913"	"chr11"	69117932	69118354	"Promoter"	"Hes7"	-2099	"TCF4_WTp"
"6914"	"chr11"	69580992	69581587	"Promoter"	"Trp53"	633	"TCF4_WTp"
"6915"	"chr11"	69758641	69759100	"Promoter"	"Polr2a"	-8	"TCF4_WTp"
"6916"	"chr11"	70239762	70240247	"Promoter"	"0610010K14Rik"	0	"TCF4_WTp"
"6917"	"chr11"	77982359	77982654	"Promoter"	"Phf12"	-162	"TCF4_WTp"
"6918"	"chr11"	78851521	78851767	"Distal Intergenic"	"Lyrm9"	24926	"TCF4_WTp"
"6919"	"chr11"	80784337	80784578	"Distal Intergenic"	"Myo1d"	-4312	"TCF4_WTp"
"6920"	"chr11"	83472558	83473195	"Promoter"	"Taf15"	0	"TCF4_WTp"
"6921"	"chr11"	84016206	84016503	"Intron"	"Synrg"	-2698	"TCF4_WTp"
"6922"	"chr11"	86875095	86875424	"Distal Intergenic"	"Dhx40"	-67435	"TCF4_WTp"
"6923"	"chr11"	87683057	87683476	"Intron"	"1110028F11Rik"	-16048	"TCF4_WTp"
"6924"	"chr11"	87689344	87689891	"Intron"	"1110028F11Rik"	-9633	"TCF4_WTp"
"6925"	"chr11"	87709591	87709990	"Intron"	"1110028F11Rik"	10067	"TCF4_WTp"
"6926"	"chr11"	93885738	93886265	"Promoter"	"Mbtd1"	0	"TCF4_WTp"
"6927"	"chr11"	95824194	95824614	"Promoter"	"Phospho1"	0	"TCF4_WTp"
"6928"	"chr11"	97744400	97745386	"Promoter"	"Mir8102"	0	"TCF4_WTp"
"6929"	"chr11"	98026495	98027115	"Promoter"	"Rpl19"	0	"TCF4_WTp"
"6930"	"chr11"	98587257	98587592	"Promoter"	"Ormdl3"	-12	"TCF4_WTp"
"6931"	"chr11"	98775498	98775880	"Promoter"	"Nr1d1"	-121	"TCF4_WTp"
"6932"	"chr11"	99063726	99064007	"Downstream"	"Tns4"	11334	"TCF4_WTp"
"6933"	"chr11"	100355939	100356467	"Promoter"	"Hap1"	0	"TCF4_WTp"
"6934"	"chr11"	102248736	102249058	"Promoter"	"BC030867"	0	"TCF4_WTp"
"6935"	"chr11"	103115515	103116191	"Promoter"	"Hexim1"	-134	"TCF4_WTp"
"6936"	"chr11"	108527999	108528387	"Intron"	"Cep112"	102733	"TCF4_WTp"
"6937"	"chr11"	108920131	108921882	"Promoter"	"Axin2"	0	"TCF4_WTp"
"6938"	"chr11"	108980517	108980743	"Distal Intergenic"	"Axin2"	36896	"TCF4_WTp"
"6939"	"chr11"	112828546	112828835	"Distal Intergenic"	"1700012H19Rik"	-3418	"TCF4_WTp"
"6940"	"chr11"	113052339	113053344	"Intron"	"2610035D17Rik"	119698	"TCF4_WTp"
"6941"	"chr11"	115419851	115420109	"Promoter"	"Atp5h"	0	"TCF4_WTp"
"6942"	"chr11"	120231241	120231781	"Promoter"	"Bahcc1"	-1166	"TCF4_WTp"
"6943"	"chr11"	120240840	120241129	"Intron"	"Bahcc1"	4141	"TCF4_WTp"
"6944"	"chr12"	16753105	16753402	"Intron"	"Greb1"	3837	"TCF4_WTp"
"6945"	"chr12"	21409036	21409273	"Intron"	"Ywhaq"	8163	"TCF4_WTp"
"6946"	"chr12"	36156748	36157231	"Promoter"	"Ankmy2"	0	"TCF4_WTp"
"6947"	"chr12"	59131064	59131752	"Promoter"	NA	0	"TCF4_WTp"
"6948"	"chr12"	59219428	59219887	"Promoter"	"Fbxo33"	0	"TCF4_WTp"
"6949"	"chr12"	64273649	64274008	"Distal Intergenic"	"Fscb"	200890	"TCF4_WTp"
"6950"	"chr12"	65073513	65074175	"Promoter"	"Fkbp3"	0	"TCF4_WTp"
"6951"	"chr12"	70824824	70825427	"Promoter"	"Frmd6"	-87	"TCF4_WTp"
"6952"	"chr12"	82122843	82123217	"Distal Intergenic"	"Sipa1l1"	-46203	"TCF4_WTp"
"6953"	"chr12"	85110480	85110969	"Promoter"	"Dlst"	0	"TCF4_WTp"
"6954"	"chr12"	85473494	85473954	"Promoter"	"Fos"	0	"TCF4_WTp"
"6955"	"chr12"	87299798	87300291	"Promoter"	"Ism2"	-93	"TCF4_WTp"
"6956"	"chr12"	101975587	101976182	"Promoter"	"Cpsf2"	0	"TCF4_WTp"
"6957"	"chr12"	108275438	108275975	"Promoter"	"Ccdc85c"	-21	"TCF4_WTp"
"6958"	"chr12"	117843403	117843978	"Promoter"	"Cdca7l"	0	"TCF4_WTp"
"6959"	"chr13"	14613022	14613249	"Promoter"	"Psma2"	0	"TCF4_WTp"
"6960"	"chr13"	19389497	19389724	"Intron"	"Stard3nl"	6089	"TCF4_WTp"
"6961"	"chr13"	24800780	24801295	"Promoter"	"BC005537"	-362	"TCF4_WTp"
"6962"	"chr13"	37562686	37563043	"Distal Intergenic"	"Ly86"	217341	"TCF4_WTp"
"6963"	"chr13"	49652581	49653070	"Promoter"	"Cenpp"	0	"TCF4_WTp"
"6964"	"chr13"	54438893	54439390	"Distal Intergenic"	"Thoc3"	29450	"TCF4_WTp"
"6965"	"chr13"	54693572	54694630	"Promoter"	"Rnf44"	0	"TCF4_WTp"
"6966"	"chr13"	63239250	63239684	"Promoter"	"2010111I01Rik"	-345	"TCF4_WTp"
"6967"	"chr13"	63563024	63563568	"Promoter"	"Ptch1"	967	"TCF4_WTp"
"6968"	"chr13"	66932863	66933562	"Promoter"	"Mterf3"	0	"TCF4_WTp"
"6969"	"chr13"	74071796	74072071	"Distal Intergenic"	"Cep72"	-9511	"TCF4_WTp"
"6970"	"chr13"	97300232	97300457	"Distal Intergenic"	"Enc1"	59127	"TCF4_WTp"
"6971"	"chr13"	99344431	99345007	"Promoter"	"Mrps27"	0	"TCF4_WTp"
"6972"	"chr13"	102065072	102065578	"Distal Intergenic"	"Pik3r1"	-296855	"TCF4_WTp"
"6973"	"chr13"	102906033	102906667	"Intron"	"Mast4"	-118584	"TCF4_WTp"
"6974"	"chr13"	104816787	104817271	"Promoter"	"Cwc27"	0	"TCF4_WTp"
"6975"	"chr13"	107056270	107056630	"Distal Intergenic"	"3830408C21Rik"	23494	"TCF4_WTp"
"6976"	"chr13"	119402261	119402557	"Intron"	"Nnt"	6700	"TCF4_WTp"
"6977"	"chr14"	8430711	8430963	"Downstream"	"Oit1"	-51948	"TCF4_WTp"
"6978"	"chr14"	20734236	20734829	"Promoter"	"Ndst2"	0	"TCF4_WTp"
"6979"	"chr14"	21991208	21991552	"Promoter"	"Zfp503"	-1607	"TCF4_WTp"
"6980"	"chr14"	27039148	27039608	"Promoter"	"Il17rd"	147	"TCF4_WTp"
"6981"	"chr14"	30530919	30531183	"Distal Intergenic"	"Tkt"	-17948	"TCF4_WTp"
"6982"	"chr14"	32164362	32164638	"Promoter"	"Ncoa4"	-948	"TCF4_WTp"
"6983"	"chr14"	47386029	47386553	"3' UTR"	"Lgals3"	12055	"TCF4_WTp"
"6984"	"chr14"	48445951	48446485	"Promoter"	"Tmem260"	0	"TCF4_WTp"
"6985"	"chr14"	52019749	52020438	"Promoter"	"Zfp219"	-36	"TCF4_WTp"
"6986"	"chr14"	54576842	54577198	"Promoter"	"Ajuba"	463	"TCF4_WTp"
"6987"	"chr14"	55758462	55758815	"Promoter"	"Cideb"	-38	"TCF4_WTp"
"6988"	"chr14"	61046307	61046700	"Promoter"	"Tnfrsf19"	155	"TCF4_WTp"
"6989"	"chr14"	65805660	65806094	"Promoter"	"Pbk"	0	"TCF4_WTp"
"6990"	"chr14"	70354117	70354583	"Distal Intergenic"	"Slc39a14"	-2693	"TCF4_WTp"
"6991"	"chr14"	79259279	79259767	"Distal Intergenic"	"Zfp957"	-11912	"TCF4_WTp"
"6992"	"chr14"	101653435	101654212	"Promoter"	"Uchl3"	0	"TCF4_WTp"
"6993"	"chr14"	103938280	103938491	"Distal Intergenic"	"4930432J09Rik"	88651	"TCF4_WTp"
"6994"	"chr15"	5517772	5517998	"Intron"	"5430437J10Rik"	21454	"TCF4_WTp"
"6995"	"chr15"	9089170	9089413	"Intron"	"Nadk2"	17910	"TCF4_WTp"
"6996"	"chr15"	31601671	31602310	"Promoter"	"Cct5"	0	"TCF4_WTp"
"6997"	"chr15"	36615079	36615355	"Distal Intergenic"	"Pabpc1"	-6106	"TCF4_WTp"
"6998"	"chr15"	36792368	36792655	"Promoter"	"Ywhaz"	1883	"TCF4_WTp"
"6999"	"chr15"	41788455	41788965	"Promoter"	"Oxr1"	-69	"TCF4_WTp"
"7000"	"chr15"	59077734	59078070	"Intron"	"Mtss1"	3956	"TCF4_WTp"
"7001"	"chr15"	59799561	59799839	"Distal Intergenic"	"Gm19510"	-4602	"TCF4_WTp"
"7002"	"chr15"	61506595	61506846	"Distal Intergenic"	"D030024E09Rik"	232371	"TCF4_WTp"
"7003"	"chr15"	61790077	61790340	"Distal Intergenic"	"D030024E09Rik"	-15626	"TCF4_WTp"
"7004"	"chr15"	74720945	74721420	"Promoter"	"Them6"	0	"TCF4_WTp"
"7005"	"chr15"	75861778	75862011	"Promoter"	"Gsdmd"	-328	"TCF4_WTp"
"7006"	"chr15"	75909110	75909764	"Promoter"	"Tigd5"	0	"TCF4_WTp"
"7007"	"chr15"	78174210	78174630	"Promoter"	"Ift27"	-102	"TCF4_WTp"
"7008"	"chr15"	78406198	78406867	"Promoter"	"Mpst"	0	"TCF4_WTp"
"7009"	"chr15"	78853955	78854255	"Promoter"	"Lgals2"	1274	"TCF4_WTp"
"7010"	"chr15"	79328537	79328790	"Promoter"	"Pla2g6"	-166	"TCF4_WTp"
"7011"	"chr15"	79658598	79659445	"Promoter"	"Cby1"	0	"TCF4_WTp"
"7012"	"chr15"	79931902	79932247	"Promoter"	"Cbx7"	399	"TCF4_WTp"
"7013"	"chr15"	80208573	80208842	"Intron"	"Mief1"	-25238	"TCF4_WTp"
"7014"	"chr15"	81421509	81421917	"Intron"	"Dnajb7"	-13236	"TCF4_WTp"
"7015"	"chr15"	82794275	82794515	"Promoter"	"Cyp2d26"	-30	"TCF4_WTp"
"7016"	"chr15"	83025040	83025439	"Promoter"	"Nfam1"	-1902	"TCF4_WTp"
"7017"	"chr15"	84923149	84923507	"Promoter"	"Nup50"	0	"TCF4_WTp"
"7018"	"chr15"	85027806	85028132	"Distal Intergenic"	"Fam118a"	-8930	"TCF4_WTp"
"7019"	"chr15"	94462396	94462618	"Distal Intergenic"	"Adamts20"	-58046	"TCF4_WTp"
"7020"	"chr15"	97908382	97908748	"Promoter"	"Vdr"	-86	"TCF4_WTp"
"7021"	"chr15"	98953112	98953409	"Promoter"	"Tuba1a"	92	"TCF4_WTp"
"7022"	"chr15"	101283864	101284458	"Promoter"	"Atg101"	0	"TCF4_WTp"
"7023"	"chr16"	4718910	4719566	"Promoter"	"Nmral1"	0	"TCF4_WTp"
"7024"	"chr16"	4885678	4886132	"Promoter"	"Mgrn1"	0	"TCF4_WTp"
"7025"	"chr16"	13780240	13780611	"Promoter"	"Rrn3"	-88	"TCF4_WTp"
"7026"	"chr16"	15637224	15637849	"Promoter"	"Mcm4"	0	"TCF4_WTp"
"7027"	"chr16"	18433462	18433834	"Intron"	"Txnrd2"	4765	"TCF4_WTp"
"7028"	"chr16"	22428915	22429288	"Intron"	"Etv5"	7272	"TCF4_WTp"
"7029"	"chr16"	23988488	23989094	"Promoter"	"Bcl6"	0	"TCF4_WTp"
"7030"	"chr16"	30407548	30407887	"Distal Intergenic"	"Atp13a3"	-19018	"TCF4_WTp"
"7031"	"chr16"	30587442	30587993	"Promoter"	"Lsg1"	0	"TCF4_WTp"
"7032"	"chr16"	38522698	38523041	"Promoter"	"Timmdc1"	-35	"TCF4_WTp"
"7033"	"chr16"	45810199	45810647	"Intron"	"Phldb2"	-8570	"TCF4_WTp"
"7034"	"chr16"	46497004	46497471	"Promoter"	"Nectin3"	-37	"TCF4_WTp"
"7035"	"chr16"	46848015	46848416	"Distal Intergenic"	"Nectin3"	-351048	"TCF4_WTp"
"7036"	"chr16"	57606865	57607239	"Promoter"	"Cmss1"	0	"TCF4_WTp"
"7037"	"chr16"	75767152	75767474	"Promoter"	"Hspa13"	-334	"TCF4_WTp"
"7038"	"chr16"	87443207	87443493	"Distal Intergenic"	"Rwdd2b"	-2615	"TCF4_WTp"
"7039"	"chr16"	90181542	90181894	"Distal Intergenic"	"Tiam1"	-37728	"TCF4_WTp"
"7040"	"chr16"	90390684	90391054	"Intron"	"Hunk"	4287	"TCF4_WTp"
"7041"	"chr16"	91532323	91532569	"Distal Intergenic"	"Ifngr2"	-14525	"TCF4_WTp"
"7042"	"chr17"	4974980	4975279	"Distal Intergenic"	"Arid1b"	-19795	"TCF4_WTp"
"7043"	"chr17"	13007676	13008039	"Promoter"	"Sod2"	0	"TCF4_WTp"
"7044"	"chr17"	24169407	24169846	"Promoter"	"Atp6v0c"	0	"TCF4_WTp"
"7045"	"chr17"	24478930	24479504	"Promoter"	"Mlst8"	0	"TCF4_WTp"
"7046"	"chr17"	30004231	30005095	"Promoter"	"Zfand3"	0	"TCF4_WTp"
"7047"	"chr17"	31563945	31564596	"Promoter"	"Pknox1"	-177	"TCF4_WTp"
"7048"	"chr17"	34627474	34627860	"Promoter"	"Ppt2"	-39	"TCF4_WTp"
"7049"	"chr17"	35089155	35089844	"Promoter"	"Abhd16a"	0	"TCF4_WTp"
"7050"	"chr17"	46202583	46202860	"Promoter"	"Xpo5"	0	"TCF4_WTp"
"7051"	"chr17"	46772666	46772877	"Promoter"	"2310039H08Rik"	31	"TCF4_WTp"
"7052"	"chr17"	56584736	56584977	"Promoter"	"Safb"	-5	"TCF4_WTp"
"7053"	"chr17"	57247349	57247597	"Promoter"	"Gpr108"	0	"TCF4_WTp"
"7054"	"chr17"	57275469	57275852	"Distal Intergenic"	"Vav1"	-3248	"TCF4_WTp"
"7055"	"chr17"	70560649	70560895	"Promoter"	"Dlgap1"	-852	"TCF4_WTp"
"7056"	"chr17"	70707449	70707704	"Intron"	"Dlgap1"	49995	"TCF4_WTp"
"7057"	"chr17"	70834496	70834859	"Distal Intergenic"	"Tgif1"	11918	"TCF4_WTp"
"7058"	"chr17"	70990393	70991022	"Promoter"	"Myl12b"	0	"TCF4_WTp"
"7059"	"chr17"	71002141	71002763	"Promoter"	"Myl12a"	0	"TCF4_WTp"
"7060"	"chr17"	84156495	84156957	"Distal Intergenic"	"Zfp36l2"	30990	"TCF4_WTp"
"7061"	"chr17"	84790342	84791048	"Promoter"	"Lrpprc"	0	"TCF4_WTp"
"7062"	"chr18"	3382766	3383426	"Promoter"	"Cul2"	0	"TCF4_WTp"
"7063"	"chr18"	9957777	9957979	"Promoter"	"Thoc1"	-201	"TCF4_WTp"
"7064"	"chr18"	14682608	14683247	"Promoter"	"Ss18"	0	"TCF4_WTp"
"7065"	"chr18"	20749625	20750109	"Distal Intergenic"	"B4galt6"	-3221	"TCF4_WTp"
"7066"	"chr18"	33794625	33795109	"Promoter"	"Epb41l4aos"	0	"TCF4_WTp"
"7067"	"chr18"	34758896	34759731	"Promoter"	"Fam53c"	0	"TCF4_WTp"
"7068"	"chr18"	35930579	35930828	"Distal Intergenic"	"Psd2"	-34002	"TCF4_WTp"
"7069"	"chr18"	37935425	37935768	"Promoter"	"Diaph1"	-2	"TCF4_WTp"
"7070"	"chr18"	38207853	38208376	"Promoter"	"Pcdh1"	1386	"TCF4_WTp"
"7071"	"chr18"	39657007	39657244	"Distal Intergenic"	"Pabpc2"	-116253	"TCF4_WTp"
"7072"	"chr18"	40219334	40219545	"Promoter"	"Yipf5"	0	"TCF4_WTp"
"7073"	"chr18"	46741369	46741909	"Promoter"	"Ap3s1"	0	"TCF4_WTp"
"7074"	"chr18"	57648104	57648552	"Intron"	"2210409D07Rik"	-9519	"TCF4_WTp"
"7075"	"chr18"	69593268	69593625	"Promoter"	"Tcf4"	0	"TCF4_WTp"
"7076"	"chr18"	70437525	70437916	"Distal Intergenic"	"4930503L19Rik"	26234	"TCF4_WTp"
"7077"	"chr18"	84084699	84084912	"Promoter"	"Tshz1"	1478	"TCF4_WTp"
"7078"	"chr18"	86557905	86558215	"Distal Intergenic"	"Cbln2"	-152895	"TCF4_WTp"
"7079"	"chr19"	5447550	5448006	"Promoter"	"Fosl1"	0	"TCF4_WTp"
"7080"	"chr19"	6046619	6047117	"Promoter"	"Syvn1"	-28	"TCF4_WTp"
"7081"	"chr19"	6140504	6141441	"Promoter"	"Arl2"	0	"TCF4_WTp"
"7082"	"chr19"	10235997	10236377	"Intron"	"Myrf"	4371	"TCF4_WTp"
"7083"	"chr19"	24174177	24174418	"Promoter"	"Tjp2"	-37	"TCF4_WTp"
"7084"	"chr19"	27316813	27317203	"Distal Intergenic"	"Kcnv2"	-5416	"TCF4_WTp"
"7085"	"chr19"	41007629	41007828	"Intron"	"Blnk"	-13094	"TCF4_WTp"
"7086"	"chr19"	41481001	41481471	"Promoter"	"Lcor"	-1174	"TCF4_WTp"
"7087"	"chr19"	41829652	41830052	"Promoter"	"Frat1"	0	"TCF4_WTp"
"7088"	"chr19"	41848109	41848558	"Promoter"	"Frat2"	0	"TCF4_WTp"
"7089"	"chr19"	43674895	43675236	"Promoter"	"BC037704"	0	"TCF4_WTp"
"7090"	"chr19"	44280727	44281021	"Distal Intergenic"	"Scd2"	-12655	"TCF4_WTp"
"7091"	"chr19"	45783353	45783967	"Promoter"	"Mgea5"	0	"TCF4_WTp"
"7092"	"chr19"	46328511	46328766	"Promoter"	"Fbxl15"	324	"TCF4_WTp"
"7093"	"chr19"	46338439	46338860	"Promoter"	"Cuedc2"	0	"TCF4_WTp"
"7094"	"chr19"	46499915	46500231	"Promoter"	"Trim8"	-1417	"TCF4_WTp"
"7095"	"chr19"	47579051	47579272	"Promoter"	"Slk"	-747	"TCF4_WTp"
"7096"	"chr19"	53599908	53600594	"Promoter"	"Smc3"	0	"TCF4_WTp"
"7097"	"chr19"	55136706	55137034	"Distal Intergenic"	"Gpam"	-9490	"TCF4_WTp"
"7098"	"chr19"	55792513	55792914	"Intron"	"Tcf7l2"	50703	"TCF4_WTp"
"7099"	"chr19"	57610430	57611001	"Promoter"	"Atrnl1"	-33	"TCF4_WTp"
"7100"	"chr19"	59418094	59418512	"Distal Intergenic"	"Emx2os"	40123	"TCF4_WTp"
"7101"	"chr2"	21234780	21235224	"Distal Intergenic"	"Thnsl1"	28993	"TCF4_WTp"
"7102"	"chr2"	22677139	22677463	"Intron"	"Mir3967"	22856	"TCF4_WTp"
"7103"	"chr2"	29054986	29055461	"Promoter"	"Cfap77"	0	"TCF4_WTp"
"7104"	"chr2"	29666644	29666953	"Intron"	"Rapgef1"	-35240	"TCF4_WTp"
"7105"	"chr2"	38066091	38066401	"Intron"	"Dennd1a"	220983	"TCF4_WTp"
"7106"	"chr2"	38926309	38926926	"Promoter"	"Nr6a1"	0	"TCF4_WTp"
"7107"	"chr2"	53191803	53192138	"Promoter"	"Arl6ip6"	0	"TCF4_WTp"
"7108"	"chr2"	68932152	68932661	"Intron"	"Cers6"	70595	"TCF4_WTp"
"7109"	"chr2"	70474480	70475406	"Promoter"	"Sp5"	0	"TCF4_WTp"
"7110"	"chr2"	71690842	71691293	"Intron"	"Platr26"	-28124	"TCF4_WTp"
"7111"	"chr2"	73271778	73272017	"Promoter"	"Sp9"	0	"TCF4_WTp"
"7112"	"chr2"	84715375	84715728	"Promoter"	"Zdhhc5"	-211	"TCF4_WTp"
"7113"	"chr2"	84826910	84827176	"Promoter"	"Timm10"	0	"TCF4_WTp"
"7114"	"chr2"	85037174	85037747	"Promoter"	"Ssrp1"	0	"TCF4_WTp"
"7115"	"chr2"	91182851	91183582	"Promoter"	"Madd"	0	"TCF4_WTp"
"7116"	"chr2"	91322402	91322676	"Intron"	"Arfgap2"	57287	"TCF4_WTp"
"7117"	"chr2"	103797342	103797627	"Promoter"	"Caprin1"	13	"TCF4_WTp"
"7118"	"chr2"	113377030	113377328	"Intron"	"Fmn1"	49294	"TCF4_WTp"
"7119"	"chr2"	113848387	113848668	"Promoter"	"Arhgap11a"	0	"TCF4_WTp"
"7120"	"chr2"	122081661	122082113	"Exon"	"Spg11"	36273	"TCF4_WTp"
"7121"	"chr2"	122241871	122242242	"Intron"	"Sord"	7032	"TCF4_WTp"
"7122"	"chr2"	125247440	125247880	"Promoter"	"Dut"	0	"TCF4_WTp"
"7123"	"chr2"	130274111	130274581	"Promoter"	"Nop56"	0	"TCF4_WTp"
"7124"	"chr2"	152105338	152105894	"Promoter"	"Srxn1"	0	"TCF4_WTp"
"7125"	"chr2"	154790966	154791423	"Promoter"	"Raly"	0	"TCF4_WTp"
"7126"	"chr2"	157278834	157279458	"Promoter"	"Rpn2"	0	"TCF4_WTp"
"7127"	"chr2"	158178266	158178499	"Distal Intergenic"	"1700060C20Rik"	-13509	"TCF4_WTp"
"7128"	"chr2"	158546825	158547121	"Exon"	"Arhgap40"	34029	"TCF4_WTp"
"7129"	"chr2"	163716880	163717152	"Intron"	"Pkig"	22843	"TCF4_WTp"
"7130"	"chr2"	165563575	165563781	"Distal Intergenic"	"Eya2"	-31247	"TCF4_WTp"
"7131"	"chr2"	170511095	170511639	"Promoter"	"Pfdn4"	0	"TCF4_WTp"
"7132"	"chr2"	174327354	174327829	"Promoter"	"Gnas"	0	"TCF4_WTp"
"7133"	"chr2"	180042372	180042917	"Promoter"	"Psma7"	0	"TCF4_WTp"
"7134"	"chr3"	30140461	30140714	"Promoter"	"Mecom"	-38	"TCF4_WTp"
"7135"	"chr3"	30995253	30995870	"Promoter"	"Prkci"	0	"TCF4_WTp"
"7136"	"chr3"	51224376	51225019	"Promoter"	"Noct"	0	"TCF4_WTp"
"7137"	"chr3"	60169436	60169922	"Distal Intergenic"	"Sucnr1"	87567	"TCF4_WTp"
"7138"	"chr3"	62348583	62348913	"Intron"	"Arhgef26"	9806	"TCF4_WTp"
"7139"	"chr3"	69316263	69316861	"Promoter"	"Ppm1l"	-57	"TCF4_WTp"
"7140"	"chr3"	88949861	88950242	"Promoter"	"Dap3"	40	"TCF4_WTp"
"7141"	"chr3"	89332544	89333305	"Downstream"	"Efna4"	4723	"TCF4_WTp"
"7142"	"chr3"	97297659	97298055	"Exon"	"Bcl9"	-70295	"TCF4_WTp"
"7143"	"chr3"	103171696	103172250	"Promoter"	"Bcas2"	0	"TCF4_WTp"
"7144"	"chr3"	105687133	105687572	"Promoter"	"Ddx20"	0	"TCF4_WTp"
"7145"	"chr3"	116712261	116712670	"Promoter"	"Slc35a3"	0	"TCF4_WTp"
"7146"	"chr3"	117873446	117873793	"Distal Intergenic"	"Snx7"	-4510	"TCF4_WTp"
"7147"	"chr3"	131105608	131106717	"Distal Intergenic"	"Lef1"	-3580	"TCF4_WTp"
"7148"	"chr3"	135212170	135212710	"Promoter"	"Cenpe"	0	"TCF4_WTp"
"7149"	"chr3"	142710647	142710855	"Intron"	"Kyat3"	9599	"TCF4_WTp"
"7150"	"chr3"	142764755	142765177	"Promoter"	"Gtf2b"	-70	"TCF4_WTp"
"7151"	"chr3"	146851986	146852541	"Promoter"	"Ttll7"	0	"TCF4_WTp"
"7152"	"chr3"	152114918	152115188	"Intron"	"Gipc2"	-6578	"TCF4_WTp"
"7153"	"chr4"	6970416	6970769	"Intron"	"Tox"	19756	"TCF4_WTp"
"7154"	"chr4"	8799541	8799893	"Intron"	"Chd7"	-56778	"TCF4_WTp"
"7155"	"chr4"	19332986	19333308	"Intron"	"Cngb3"	52136	"TCF4_WTp"
"7156"	"chr4"	41503031	41503454	"Promoter"	"AI464131"	0	"TCF4_WTp"
"7157"	"chr4"	41741155	41741645	"Promoter"	"Sigmar1"	0	"TCF4_WTp"
"7158"	"chr4"	43382012	43382242	"Promoter"	"Rusc2"	30	"TCF4_WTp"
"7159"	"chr4"	57129743	57130104	"Intron"	"Epb41l4b"	13052	"TCF4_WTp"
"7160"	"chr4"	62509913	62510466	"Exon"	"Hdhd3"	-7713	"TCF4_WTp"
"7161"	"chr4"	75754133	75754399	"Distal Intergenic"	"Ptprd"	330178	"TCF4_WTp"
"7162"	"chr4"	75819368	75819622	"Distal Intergenic"	"Ptprd"	264955	"TCF4_WTp"
"7163"	"chr4"	83486331	83486942	"Promoter"	"Psip1"	0	"TCF4_WTp"
"7164"	"chr4"	86725170	86725457	"Distal Intergenic"	"Dennd4c"	-23098	"TCF4_WTp"
"7165"	"chr4"	98106991	98107431	"Intron"	"Nfia"	195958	"TCF4_WTp"
